-20,0;1,0
-19,75;1,0
-19,5;1,0
-19,25;0,9999999999999999
-19,0;1,0
-18,75;0,9999999999999999
-18,5;1,0
-18,25;1,0
-18,0;1,0
-17,75;1,0
-17,5;1,0
-17,25;1,0
-17,0;0,9999999999999999
-16,75;0,9999999999999999
-16,5;1,0
-16,25;1,0
-16,0;1,0
-15,75;1,0
-15,5;0,9999999999999999
-15,25;1,0
-15,0;1,0
-14,75;1,0
-14,5;1,0
-14,25;1,0
-14,0;1,0
-13,75;1,0
-13,5;1,0
-13,25;1,0
-13,0;0,9999999999999999
-12,75;1,0
-12,5;1,0
-12,25;1,0
-12,0;1,0
-11,75;0,9999999999999999
-11,5;1,0
-11,25;1,0
-11,0;1,0
-10,75;1,0
-10,5;1,0
-10,25;1,0
-10,0;1,0
-9,75;0,9999999999999999
-9,5;1,0
-9,25;1,0
-9,0;1,0
-8,75;1,0
-8,5;1,0
-8,25;1,0
-8,0;0,9999999999999999
-7,75;1,0
-7,5;1,0
-7,25;1,0
-7,0;1,0
-6,75;1,0
-6,5;1,0
-6,25;1,0
-6,0;1,0
-5,75;1,0
-5,5;1,0
-5,25;1,0
-5,0;0,9999999999999999
-4,75;1,0
-4,5;0,9999999999999999
-4,25;1,0
-4,0;1,0
-3,75;1,0
-3,5;1,0
-3,25;1,0
-3,0;1,0
-2,75;1,0
-2,5;1,0
-2,25;0,9999999999999999
-2,0;0,9999999999999999
-1,75;0,9999999999999999
-1,5;1,0
-1,25;0,9999999999999999
-1,0;1,0
-0,75;0,9999999999999999
-0,5;1,0
-0,25;1,0
0,0;NaN
0,25;3,66880373771082
0,5;0,9190203057043377
0,75;0,15821614170665696
1,0;NaN
1,25;0,09521612988294834
1,5;0,3145993202827316
1,75;0,6005122030602629
2,0;0,921399808974921
2,25;1,257557169555643
2,5;1,605228635998455
2,75;1,9562165179097826
3,0;2,306908226811432
3,25;2,655029092483949
3,5;2,9960632517588723
3,75;3,335140616038281
4,0;3,66880373771082
4,25;3,996743228953142
4,5;4,31880988088092
4,75;4,634963107959861
5,0;4,945236003941821
5,25;5,245080596841049
5,5;5,543915632387036
5,75;5,837209629490479
6,0;6,125111776500026
6,25;6,4022570960270215
6,5;6,679961145429099
6,75;6,952746124015801
7,0;7,220771118323299
7,25;7,478051481578681
7,5;7,737175431108824
7,75;7,991986050170313
8,0;8,242626569779432
8,25;8,482677904709918
8,5;8,725564819393094
8,75;8,964668427758442
9,0;9,19308356852544
9,25;9,425186114021432
9,5;9,653845982162194
9,75;9,871759122342029
10,0;10,094074302727497
10,25;10,313245696861625
10,5;10,521645247002581
10,75;10,735043900386573
11,0;10,945561172221941
11,25;11,145308525166945
11,5;11,350552411588266
11,75;11,553145877188205
12,0;11,744993456848954
12,25;11,94275099718098
12,5;12,129480546558552
12,75;12,3226694314357
13,0;12,513529427728695
13,25;12,693426714699621
13,5;12,880071325280467
13,75;13,055506860445655
14,0;13,238152923410624
14,25;13,418733891735497
14,5;13,588203734747184
14,75;13,765075039199978
15,0;13,93062106008005
15,25;14,103960790918414
15,5;14,27545458498582
15,75;14,43574609932193
16,0;14,603947451535024
16,25;14,760760699621965
16,5;14,925817594670805
16,75;15,079311391438782
17,0;15,241361492629784
17,25;15,401812409820897
17,5;15,550855670485099
17,75;15,708486643444948
18,0;15,854558428757267
18,25;16,009485572237345
18,5;16,152711395568492
18,75;16,30504334499457
19,0;16,44554092217213
19,25;16,59537947035978
19,5;16,743863236003264
19,75;16,88070000804812
20,0;17,026830365911458
